-e FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
-e 90056		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during Thursday	Continuous
-e 90057		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during Friday	Continuous
-e 90058		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during Saturday	Continuous
-e 90059		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during Sunday	Continuous
-e 90060		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 00:00 - 00:59	Continuous
-e 90061		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 01:00 - 01:59	Continuous
-e 90062		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 02:00 - 02:59	Continuous
-e 90063		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 03:00 - 03:59	Continuous
-e 90064		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 04:00 - 04:59	Continuous
-e 90065		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 05:00 - 05:59	Continuous
-e 90066		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 06:00 - 06:59	Continuous
-e 90067		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 07:00 - 07:59	Continuous
-e 90068		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 08:00 - 08:59	Continuous
-e 90069		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 09:00 - 09:59	Continuous
-e 90070		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 10:00 - 10:59	Continuous
-e 90071		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 11:00 - 11:59	Continuous
-e 90072		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 12:00 - 12:59	Continuous
-e 90073		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 13:00 - 13:59	Continuous
-e 90074		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 14:00 - 14:59	Continuous
-e 90075		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 15:00 - 15:59	Continuous
-e 90076		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 16:00 - 16:59	Continuous
-e 90077		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 17:00 - 17:59	Continuous
-e 90078		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 18:00 - 18:59	Continuous
-e 90079		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 19:00 - 19:59	Continuous
-e 90080		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 20:00 - 20:59	Continuous
-e 90081		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 21:00 - 21:59	Continuous
-e 90082		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 22:00 - 22:59	Continuous
-e 90083		YES-META					Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 23:00 - 23:59	Continuous
-e 90084							Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Unique hours of wear in a 24 hour cycle (scattered over multiple days)	Integer
-e 90085							Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Unique minutes of wear in a 24 hour cycle (scattered over multiple days)	Integer
-e 90086							Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Non wear episodes over 1 hour duration	Integer
-e 90087							Additional exposures > Physical activity measurement > Acceleration averages	1009	No-wear time bias adjusted average acceleration	Continuous
-e 90088							Additional exposures > Physical activity measurement > Acceleration averages	1009	No-wear time bias adjusted acceleration standard deviation	Continuous
-e 90089							Additional exposures > Physical activity measurement > Acceleration averages	1009	No-wear time bias adjusted acceleration median	Continuous
-e 90090							Additional exposures > Physical activity measurement > Acceleration averages	1009	No-wear time bias adjusted acceleration minimum	Continuous
-e 90091							Additional exposures > Physical activity measurement > Acceleration averages	1009	No-wear time bias adjusted acceleration maximum	Continuous
-e 90092							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1 milli-gravities	Continuous
-e 90093							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 2 milli-gravities	Continuous
-e 90094							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 3 milli-gravities	Continuous
-e 90095							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 4 milli-gravities	Continuous
-e 90096							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 5 milli-gravities	Continuous
-e 90097							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 6 milli-gravities	Continuous
-e 90098							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 7 milli-gravities	Continuous
-e 90099							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 8 milli-gravities	Continuous
-e 90100							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 9 milli-gravities	Continuous
-e 90101							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 10 milli-gravities	Continuous
-e 90102							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 11 milli-gravities	Continuous
-e 90103							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 12 milli-gravities	Continuous
-e 90104							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 13 milli-gravities	Continuous
-e 90105							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 14 milli-gravities	Continuous
-e 90106							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 15 milli-gravities	Continuous
-e 90107							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 16 milli-gravities	Continuous
-e 90108							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 17 milli-gravities	Continuous
-e 90109							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 18 milli-gravities	Continuous
-e 90110							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 19 milli-gravities	Continuous
-e 90111							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 20 milli-gravities	Continuous
-e 90112							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 25 milli-gravities	Continuous
-e 90113							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 30 milli-gravities	Continuous
-e 90114							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 35 milli-gravities	Continuous
-e 90115							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 40 milli-gravities	Continuous
-e 90116							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 45 milli-gravities	Continuous
-e 90117							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 50 milli-gravities	Continuous
-e 90118							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 55 milli-gravities	Continuous
-e 90119							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 60 milli-gravities	Continuous
-e 90120							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 65 milli-gravities	Continuous
-e 90121							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 70 milli-gravities	Continuous
-e 90122							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 75 milli-gravities	Continuous
-e 90123							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 80 milli-gravities	Continuous
-e 90124							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 85 milli-gravities	Continuous
-e 90125							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 90 milli-gravities	Continuous
-e 90126							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 95 milli-gravities	Continuous
-e 90127							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 100 milli-gravities	Continuous
-e 90128							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 125 milli-gravities	Continuous
-e 90129							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 150 milli-gravities	Continuous
-e 90130							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 175 milli-gravities	Continuous
-e 90131							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 200 milli-gravities	Continuous
-e 90132							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 225 milli-gravities	Continuous
-e 90133							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 250 milli-gravities	Continuous
-e 90134							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 275 milli-gravities	Continuous
-e 90135							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 300 milli-gravities	Continuous
-e 90136							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 325 milli-gravities	Continuous
-e 90137							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 350 milli-gravities	Continuous
-e 90138							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 375 milli-gravities	Continuous
-e 90139							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 400 milli-gravities	Continuous
-e 90140							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 425 milli-gravities	Continuous
-e 90141							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 450 milli-gravities	Continuous
-e 90142							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 475 milli-gravities	Continuous
-e 90143							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 500 milli-gravities	Continuous
-e 90144							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 600 milli-gravities	Continuous
-e 90145							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 700 milli-gravities	Continuous
-e 90146							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 800 milli-gravities	Continuous
-e 90147							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 900 milli-gravities	Continuous
-e 90148							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1000 milli-gravities	Continuous
-e 90149							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1100 milli-gravities	Continuous
-e 90150							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1200 milli-gravities	Continuous
-e 90151							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1300 milli-gravities	Continuous
-e 90152							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1400 milli-gravities	Continuous
-e 90153							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1500 milli-gravities	Continuous
-e 90154							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1600 milli-gravities	Continuous
-e 90155							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1700 milli-gravities	Continuous
-e 90156							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1800 milli-gravities	Continuous
-e 90157							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1900 milli-gravities	Continuous
-e 90158							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 2000 milli-gravities	Continuous
-e 90159		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Error tolerance before calibration	Continuous
-e 90160		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Error tolerance after calibration	Continuous
-e 90161		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - x offset	Continuous
-e 90162		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - y offset	Continuous
-e 90163		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - z offset	Continuous
-e 90164		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - x slope	Continuous
-e 90165		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - y slope	Continuous
-e 90166		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - z slope	Continuous
-e 90167		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - x temp	Continuous
-e 90168		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - y temp	Continuous
-e 90169		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - z temp	Continuous
-e 90170		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - mean temperature	Continuous
-e 90171		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - number of static points	Integer
-e 90172		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - minimum x stationary value	Continuous
-e 90173		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - maximum x stationary value	Continuous
-e 90174		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - minimum y stationary value	Continuous
-e 90175		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - maximum y stationary value	Continuous
-e 90176		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - minimum z stationary value	Continuous
-e 90177		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - maximum z stationary value	Continuous
-e 90179		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Device ID	Integer
-e 90180		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Interrupted recording periods	Integer
-e 90181		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Duration of interrupted recording periods	Continuous
-e 90182		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Data recording errors	Integer
-e 90183		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Readings exceeding +/-8 gravities before calibration	Integer
-e 90184		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Maximum readings exceeding +/-8 gravities before calibration in a 5 second epoch	Integer
-e 90185		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Readings exceeding +/-8 gravities after calibration	Integer
-e 90186		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Maximum readings exceeding +/-8 gravities after calibration in a 5 second epoch	Integer
-e 90187							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Total data readings	Integer
-e 90188							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Sample rate average	Continuous
-e 90189							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Sample rate standard deviation	Continuous
-e 90190							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Sample rate minimum	Continuous
-e 90191							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Sample rate maximum	Continuous
-e 90192							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Temperature average	Continuous
-e 90193							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Temperature standard deviation	Continuous
-e 90194							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Temperature minimum	Continuous
-e 90195							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Temperature maximum	Continuous
-e 100001							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Food weight	Continuous
-e 100002							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Energy	Continuous
-e 100003							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Protein	Continuous
-e 100004							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Fat	Continuous
-e 100005							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Carbohydrate	Continuous
-e 100006							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Saturated fat	Continuous
-e 100007							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Polyunsaturated fat	Continuous
-e 100008							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Total sugars	Continuous
-e 100009							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Englyst dietary fibre	Continuous
-e 100010						100014	Online follow-up > Diet by 24-hour recall > Typical diet yesterday	100097	Portion size	Categorical single
-e 100011							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Iron	Continuous
-e 100012							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Vitamin B6	Continuous
-e 100013							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Vitamin B12	Continuous
-e 100014							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Folate	Continuous
-e 100015							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Vitamin C	Continuous
-e 100016							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Potassium	Continuous
-e 100017							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Magnesium	Continuous
-e 100018							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Retinol	Continuous
-e 100019							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Carotene	Continuous
-e 100020						100010	Online follow-up > Diet by 24-hour recall > Typical diet yesterday	100097	Typical diet yesterday	Categorical single
-e 100021							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Vitamin D	Continuous
-e 100022							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Alcohol	Continuous
-e 100023							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Starch	Continuous
-e 100024							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Calcium	Continuous
-e 100025							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday (obsolete)	100098	Vitamin E	Continuous
-e 100026						7	Online follow-up > Diet by 24-hour recall	100090	Daily dietary data not credible	Categorical single
-e 100150						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Drinking water intake	Categorical single
-e 100160						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Low calorie drink intake	Categorical single
-e 100170						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Fizzy drink intake	Categorical single
-e 100180						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Squash intake	Categorical single
-e 100190						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Orange juice intake	Categorical single
-e 100200						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Grapefruit juice intake	Categorical single
-e 100210						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Pure fruit/vegetable juice intake	Categorical single
-e 100220						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Fruit smoothie intake	Categorical single
-e 100230						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Dairy smoothie intake	Categorical single
-e 100240						100010	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Coffee consumed	Categorical single
-e 100250						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Instant coffee intake	Categorical single
-e 100260						100009	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Added milk to instant coffee	Categorical single
-e 100270						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Filtered coffee intake	Categorical single
-e 100280						100009	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Added milk to filtered coffee	Categorical single
-e 100290						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Cappuccino intake	Categorical single
-e 100300						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Latte intake	Categorical single
-e 100310						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Espresso intake	Categorical single
-e 100320						100009	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Added milk to espresso	Categorical single
-e 100330						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Other coffee type	Categorical single
-e 100350						100009	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Added milk to other coffee type	Categorical single
-e 100360						100009	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Decaffeinated coffee	Categorical single
-e 100370						100002	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Intake of sugar added to coffee	Categorical single
-e 100380						100002	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Intake of artificial sweetener added to coffee	Categorical single
-e 100390						100010	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Tea consumed	Categorical single
-e 100400						100007	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Standard tea intake	Categorical single
-e 100410						100007	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Rooibos tea intake	Categorical single
-e 100420						100007	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Green tea intake	Categorical single
-e 100430						100007	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Herbal tea intake	Categorical single
-e 100440						100007	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Other tea intake	Categorical single
-e 100460						100009	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Added milk to standard tea	Categorical single
-e 100470						100009	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Decaffeinated tea	Categorical single
-e 100480						100009	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Added milk to rooibos tea	Categorical single
-e 100490						100002	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Intake of sugar added to tea	Categorical single
-e 100500						100002	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Intake of artificial sweetener added to tea	Categorical single
-e 100510						100010	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Other non-alcoholic drinks	Categorical single
-e 100520						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Milk intake	Categorical single
-e 100530						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Flavoured milk intake	Categorical single
-e 100540						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Low calorie hot chocolate intake	Categorical single
-e 100550						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Hot chocolate intake	Categorical single
-e 100560						100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Other drink intake	Categorical single
-e 100580						100010	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Alcohol consumed	Categorical single
-e 100590						100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Red wine intake	Categorical single
-e 100630						100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Rose wine intake	Categorical single
-e 100670						100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	White wine intake	Categorical single
-e 100710						100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Beer/cider intake	Categorical single
-e 100720						100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Fortified wine intake	Categorical single
-e 100730						100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Spirits intake	Categorical single
-e 100740						100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Other alcohol intake	Categorical single
-e 100760						100010	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Breakfast cereal consumed	Categorical single
-e 100770						100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Porridge intake	Categorical single
-e 100800						100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Muesli intake	Categorical single
-e 100810						100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Oat crunch intake	Categorical single
-e 100820						100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Sweetened cereal intake	Categorical single
-e 100830						100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Plain cereal intake	Categorical single
-e 100840						100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Bran cereal intake	Categorical single
-e 100850						100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Whole-wheat cereal intake	Categorical single
-e 100860						100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Other cereal intake	Categorical single
-e 100880						100009	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Dried fruit added to cereal	Categorical single
-e 100890						100009	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Milk added to cereal	Categorical single
-e 100900						100002	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Intake of sugar added to cereal	Categorical single
-e 100910						100002	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Intake of artificial sweetener added to cereal	Categorical single
-e 100920						100015	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Type milk consumed	Categorical single
-e 100940						100010	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Bread consumed	Categorical single
-e 100950						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Sliced bread intake	Categorical single
-e 101020						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Baguette intake	Categorical single
